ProductKey;ProductSubcategoryKey;EnglishProductCategoryName;WeightUnitMeasureCode;SizeUnitMeasureCode;EnglishProductName;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;Class;Style;ModelName;EnglishDescription
269;14;Components;LB ;CM ;LL Road Frame - Red, 58;187,1571;TRUE;Red;500;337,22;58;54-58 CM;2,46;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
270;14;Components;LB ;CM ;LL Road Frame - Red, 60;181,4857;TRUE;Red;500;306,5636;60;60-62 CM;2,48;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
271;14;Components;LB ;CM ;LL Road Frame - Red, 60;187,1571;TRUE;Red;500;337,22;60;60-62 CM;2,48;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
272;14;Components;LB ;CM ;LL Road Frame - Red, 62;181,4857;TRUE;Red;500;306,5636;62;60-62 CM;2,5;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
273;14;Components;LB ;CM ;LL Road Frame - Red, 62;187,1571;TRUE;Red;500;337,22;62;60-62 CM;2,5;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
274;14;Components;LB ;CM ;ML Road Frame - Red, 44;352,1394;TRUE;Red;500;594,83;44;42-46 CM;2,22;1;R ;356,898;M ;U ;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.
275;14;Components;LB ;CM ;ML Road Frame - Red, 48;352,1394;TRUE;Red;500;594,83;48;48-52 CM;2,26;1;R ;356,898;M ;U ;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.
276;14;Components;LB ;CM ;ML Road Frame - Red, 52;352,1394;TRUE;Red;500;594,83;52;48-52 CM;2,3;1;R ;356,898;M ;U ;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.
277;14;Components;LB ;CM ;ML Road Frame - Red, 58;352,1394;TRUE;Red;500;594,83;58;54-58 CM;2,36;1;R ;356,898;M ;U ;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.
278;14;Components;LB ;CM ;ML Road Frame - Red, 60;352,1394;TRUE;Red;500;594,83;60;60-62 CM;2,38;1;R ;356,898;M ;U ;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.
279;14;Components;LB ;CM ;LL Road Frame - Black, 44;176,1997;TRUE;Black;500;297,6346;44;42-46 CM;2,32;1;R ;178,5808;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
280;14;Components;LB ;CM ;LL Road Frame - Black, 44;170,1428;TRUE;Black;500;306,5636;44;42-46 CM;2,32;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
281;14;Components;LB ;CM ;LL Road Frame - Black, 44;204,6251;TRUE;Black;500;337,22;44;42-46 CM;2,32;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
282;14;Components;LB ;CM ;LL Road Frame - Black, 48;176,1997;TRUE;Black;500;297,6346;48;48-52 CM;2,36;1;R ;178,5808;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
283;14;Components;LB ;CM ;LL Road Frame - Black, 48;170,1428;TRUE;Black;500;306,5636;48;48-52 CM;2,36;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
284;14;Components;LB ;CM ;LL Road Frame - Black, 48;204,6251;TRUE;Black;500;337,22;48;48-52 CM;2,36;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
285;14;Components;LB ;CM ;LL Road Frame - Black, 52;176,1997;TRUE;Black;500;297,6346;52;48-52 CM;2,4;1;R ;178,5808;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
286;14;Components;LB ;CM ;LL Road Frame - Black, 52;170,1428;TRUE;Black;500;306,5636;52;48-52 CM;2,4;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
287;14;Components;LB ;CM ;LL Road Frame - Black, 52;204,6251;TRUE;Black;500;337,22;52;48-52 CM;2,4;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.
288;12;Components;LB ;CM ;HL Mountain Frame - Silver, 42;623,8403;TRUE;Silver;500;1204,3248;42;42-46 CM;2,72;1;M ;722,5949;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
289;12;Components;LB ;CM ;HL Mountain Frame - Silver, 42;660,9142;TRUE;Silver;500;1240,4545;42;42-46 CM;2,72;1;M ;744,2727;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
290;12;Components;LB ;CM ;HL Mountain Frame - Silver, 42;747,2002;TRUE;Silver;500;1364,5;42;42-46 CM;2,72;1;M ;818,7;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
291;12;Components;LB ;CM ;HL Mountain Frame - Silver, 44;706,811;TRUE;Silver;500;1364,5;44;42-46 CM;2,76;1;M ;818,7;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
292;12;Components;LB ;CM ;HL Mountain Frame - Silver, 48;706,811;TRUE;Silver;500;1364,5;48;48-52 CM;2,8;1;M ;818,7;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
293;12;Components;LB ;CM ;HL Mountain Frame - Silver, 46;623,8403;TRUE;Silver;500;1204,3248;46;42-46 CM;2,84;1;M ;722,5949;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
294;12;Components;LB ;CM ;HL Mountain Frame - Silver, 46;660,9142;TRUE;Silver;500;1240,4545;46;42-46 CM;2,84;1;M ;744,2727;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
295;12;Components;LB ;CM ;HL Mountain Frame - Silver, 46;747,2002;TRUE;Silver;500;1364,5;46;42-46 CM;2,84;1;M ;818,7;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
296;12;Components;LB ;CM ;HL Mountain Frame - Black, 42;617,0281;TRUE;Black;500;1191,1739;42;42-46 CM;2,72;1;M ;714,7043;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
297;12;Components;LB ;CM ;HL Mountain Frame - Black, 42;653,6971;TRUE;Black;500;1226,9091;42;42-46 CM;2,72;1;M ;736,1455;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
298;12;Components;LB ;CM ;HL Mountain Frame - Black, 42;739,041;TRUE;Black;500;1349,6;42;42-46 CM;2,72;1;M ;809,76;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
299;12;Components;LB ;CM ;HL Mountain Frame - Black, 44;699,0928;TRUE;Black;500;1349,6;44;42-46 CM;2,76;1;M ;809,76;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
300;12;Components;LB ;CM ;HL Mountain Frame - Black, 48;699,0928;TRUE;Black;500;1349,6;48;48-52 CM;2,8;1;M ;809,76;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
301;12;Components;LB ;CM ;HL Mountain Frame - Black, 46;617,0281;TRUE;Black;500;1191,1739;46;42-46 CM;2,84;1;M ;714,7043;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
302;12;Components;LB ;CM ;HL Mountain Frame - Black, 46;653,6971;TRUE;Black;500;1226,9091;46;42-46 CM;2,84;1;M ;736,1455;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
303;12;Components;LB ;CM ;HL Mountain Frame - Black, 46;739,041;TRUE;Black;500;1349,6;46;42-46 CM;2,84;1;M ;809,76;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
304;12;Components;LB ;CM ;HL Mountain Frame - Black, 38;617,0281;TRUE;Black;500;1191,1739;38;38-40 CM;2,68;2;M ;714,7043;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
305;12;Components;LB ;CM ;HL Mountain Frame - Black, 38;653,6971;TRUE;Black;500;1226,9091;38;38-40 CM;2,68;2;M ;736,1455;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
306;12;Components;LB ;CM ;HL Mountain Frame - Black, 38;739,041;TRUE;Black;500;1349,6;38;38-40 CM;2,68;2;M ;809,76;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
307;12;Components;LB ;CM ;HL Mountain Frame - Silver, 38;623,8403;TRUE;Silver;500;1204,3248;38;38-40 CM;2,68;2;M ;722,5949;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
308;12;Components;LB ;CM ;HL Mountain Frame - Silver, 38;660,9142;TRUE;Silver;500;1240,4545;38;38-40 CM;2,68;2;M ;744,2727;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
309;12;Components;LB ;CM ;HL Mountain Frame - Silver, 38;747,2002;TRUE;Silver;500;1364,5;38;38-40 CM;2,68;2;M ;818,7;H ;U ;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.
310;2;Bikes;LB ;CM ;Road-150 Red, 62;2171,2942;TRUE;Red;100;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.
311;2;Bikes;LB ;CM ;Road-150 Red, 44;2171,2942;TRUE;Red;100;3578,27;44;42-46 CM;13,77;4;R ;2146,962;H ;U ;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.
